24-05-10 16:54 Session started
23:18:19 172:008 > pad: ;
23:18:20 172:011 > d
23:18:20 172:012 > do
23:18:21 172:008 > padding-top:

23:18:32 171:015 > 0

23:18:35 172:016 > 0
23:19:02 172:016 > 01
23:19:03 172:017 > 01%
23:23:40 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\hem.html
----------------------------------------
23:25:17 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
23:26:27 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\hem.html
----------------------------------------
23:26:27 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

23:28:56 076:004 > a
23:28:56 076:005 > al
23:28:56 076:006 > ali
23:28:57 076:004 > align-self
23:29:10 076:016 > f
23:29:10 076:017 > fl
23:29:10 076:018 > fle
23:29:10 076:019 > flex
23:29:11 076:020 > flexs
23:29:11 076:016 > flex-start
23:30:19 062:004 > display: flex; /* Add this line */
    flex-direction: row; /* Add this line */
23:31:18 064:004 > align-self: flex-start; /* Aligns .nav at the start of the flex container */
23:34:04 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\hem.html
----------------------------------------
23:34:19 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
23:34:22 063:004 > flex-direction: row; /* Ensure items are aligned horizontally */
    justify-content: space-between; /* Spread items horizontally */

23:35:13 083:004 > m
23:35:13 083:005 > ma
23:35:13 083:006 > mar
23:35:13 083:007 > marg
23:35:14 083:008 > margr
23:35:16 083:008 > margrl
23:35:16 083:009 > margrle
23:35:16 083:004 > margin-left: ;
23:35:17 083:017 > auto

23:35:31 079:004 > m
23:35:32 079:005 > ma
23:35:32 079:006 > mar
23:35:32 079:007 > marl
23:35:34 079:007 > marlr
23:35:34 079:004 > margin-right: ;
23:35:35 079:018 > auto

23:35:50 080:004 > k
23:35:51 080:004 > km
23:35:51 080:005 > kma
23:35:51 080:006 > kmar
23:35:51 080:007 > kmarl
23:35:52 080:004 > margin-left: ;
23:35:52 080:017 > auto
23:37:21 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\hem.html
----------------------------------------
23:37:29 017:012 > <div class="ikon">
                    <img src="./bilder/679821.png" alt="ikon">
                </div>
23:38:43 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

23:38:44 053:021 > 2
23:38:45 053:022 > 2r
23:38:45 053:023 > 2re
23:38:46 053:024 > 2rem
23:38:51 053:032 > 2rem2
23:38:51 053:033 > 2rem2.
23:38:52 053:034 > 2rem2.5
23:38:53 053:035 > 2rem2.5r
23:38:53 053:036 > 2rem2.5re
23:38:53 053:037 > 2rem2.5rem
23:39:12 053:021 > 2rem2.5rem1
23:39:13 053:022 > 2rem2.5rem1.
23:39:14 053:021 > 1.5rem
23:39:32 062:004 > Clamp(1.5rem, 5vw, 2.5rem)

23:39:36 062:004 > f
23:39:36 062:005 > fj
23:39:37 062:005 > fjo
23:39:37 062:006 > fjot
23:39:39 062:004 > font-size: ;
23:40:01 062:015 > Clamp(1.5rem, 5vw, 2.5rem)
23:40:05 062:021 > 0
23:40:05 062:022 > 0.
23:40:06 062:023 > 0.3
23:40:07 062:021 > 0.3vw
23:40:12 062:028 > 1
23:40:15 062:028 > 14
23:40:19 062:033 > 143
23:40:23 062:024 > 143r
23:40:23 062:025 > 143re
23:40:24 062:026 > 143rem
23:40:27 062:029 > 143rem5
23:40:44 062:034 > 143rem52
23:40:47 062:034 > 143rem521
23:40:57 062:035 > 143rem521.
23:40:57 062:036 > 143rem521.1
23:41:00 062:036 > 143rem521.12
23:41:03 062:036 > 143rem521.121
23:41:08 062:023 > 143rem521.1214
23:41:11 062:023 > 143rem521.12141
23:41:44 062:023 > 143rem521.121410
23:41:44 062:024 > 143rem521.1214102
23:41:48 062:024 > 143rem521.12141020
23:41:48 062:025 > 143rem521.121410201
23:41:50 062:025 > 143rem521.1214102011
23:41:50 062:025 > 143rem521.12141020110
23:41:50 062:026 > 143rem521.121410201101
23:41:59 062:021 > 143rem521.1214102011013
23:41:59 062:022 > 143rem521.1214102011013p
23:41:59 062:023 > 143rem521.1214102011013px
23:42:00 062:021 > 3px
23:42:04 062:026 > 3
23:42:36 062:031 > 31
23:42:36 062:032 > 316
23:42:37 062:033 > 316p
23:42:37 062:034 > 316px
23:42:39 062:034 > 316pxx
23:42:43 062:031 > 316pxx2
23:42:43 062:032 > 316pxx20
23:42:44 062:033 > 316pxx20x
23:42:47 062:031 > 316pxx20x3
23:42:47 062:032 > 316pxx20x30
23:42:47 062:033 > 316pxx20x30x
23:42:48 062:034 > 316pxx20x30xp
23:42:48 062:034 > 316pxx20x30xpp
23:42:48 062:035 > 316pxx20x30xppx
23:42:49 062:034 > 316pxx20x30xppxp
23:42:49 062:035 > 316pxx20x30xppxpx
23:42:50 062:033 > 316pxx20x30xppxpxp
23:42:50 062:034 > 316pxx20x30xppxpxpx
23:42:53 062:031 > 316pxx20x30xppxpxpx2
23:42:53 062:032 > 316pxx20x30xppxpxpx20
23:42:57 062:031 > 316pxx20x30xppxpxpx201
23:42:58 062:032 > 316pxx20x30xppxpxpx2015
23:43:00 062:031 > 15px
23:44:02 062:026 > 1
23:44:16 062:027 > 1.
23:44:16 062:028 > 1.3
23:44:17 062:028 > 1.34
23:44:55 062:021 > 1.341
23:44:56 062:021 > 1.3410
23:44:56 062:022 > 1.3410.
23:44:57 062:023 > 1.3410.2
23:44:57 062:024 > 1.3410.23
23:44:58 062:023 > 1.3410.233
23:44:58 062:023 > 1.3410.2331
23:44:59 062:024 > 1.3410.2331r
23:44:59 062:025 > 1.3410.2331rf
23:44:59 062:026 > 1.3410.2331rfe
23:45:00 062:025 > 1.3410.2331rfee
23:45:00 062:026 > 1.3410.2331rfeem
23:45:04 062:036 > 1.3410.2331rfeem1
23:45:04 062:037 > 1.3410.2331rfeem1r
23:45:04 062:038 > 1.3410.2331rfeem1re
23:45:05 062:036 > 1rem
23:45:30 062:023 > 4
23:45:34 062:023 > 47
23:46:30 062:023 > 478

23:47:22 091:014 > 1
23:47:23 091:015 > 1o
23:47:23 091:016 > 1ox
23:47:24 091:015 > 1oxp
23:47:24 091:016 > 1oxpx
23:47:28 091:014 > 1px
23:47:33 091:014 > 0
23:47:33 091:015 > 0ö
23:47:33 091:016 > 0öx
23:47:34 091:015 > 0öxp
23:47:34 091:016 > 0öxpx
23:47:35 091:014 > 0px
23:47:38 091:014 > 0px
23:47:38 091:015 > öx
23:47:39 091:014 > 1px
23:47:39 091:014 > 1px
23:47:40 091:015 > ox
23:47:41 091:014 > 10px

23:47:41 062:023 > 7
23:47:42 062:023 > 74
23:47:43 062:023 > 741
23:47:43 062:036 > 1re
23:47:45 062:036 > 1rem
23:47:45 062:023 > 4
23:47:45 062:023 > 47
23:47:45 062:023 > 478

23:47:48 091:014 > 1
23:47:48 091:015 > 10
23:47:48 091:016 > 10p
23:47:48 091:017 > 10px
23:47:48 091:014 > 10px
23:47:55 091:015 > 5
23:47:58 091:014 > 52
23:47:58 091:015 > 520
23:47:58 091:016 > 5200
23:48:04 091:014 > 52001
23:48:05 091:015 > 520010
23:48:08 091:014 > 5200100
23:48:11 091:014 > 52001001
23:48:11 091:015 > 520010010

23:48:28 092:013 > +
23:48:29 092:013 > +0
23:48:29 092:014 > +0p
23:48:29 092:015 > +0px
23:48:30 092:013 > 0px
23:48:56 092:013 > 5
23:48:58 092:013 > 51
23:48:58 092:014 > 510
23:49:00 092:014 > 5105
23:49:13 181:000 > padding: 15px;
23:49:23 182:004 > .kontainer nav .alternativ a {

23:49:25 183:000 > }
23:49:29 183:008 > padding: 15px;
23:49:36 183:017 > 5
23:49:47 185:004 > .kontainer nav .ikon img {
    width: 59px;
}

23:49:53 185:015 > 1
23:49:53 185:016 > 1+
23:49:54 185:016 > 1+0
23:49:59 185:015 > 1+02
23:49:59 185:016 > 1+025
23:50:02 185:015 > 1+0253
23:50:03 185:016 > 1+02535
23:52:21 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\hem.html
----------------------------------------
23:52:28 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\hem.html
----------------------------------------
23:52:33 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\hem.html
----------------------------------------
23:52:37 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
23:52:40 009:004 > <meta name="description"
        content="Box Delivery, Ditt val att leverera paket för både leveranskvalitet och tillänglighet.">
23:52:42 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\leveransplaner.html
----------------------------------------
23:52:44 009:004 > <meta name="description"
        content="Box Delivery, Ditt val att leverera paket för både leveranskvalitet och tillänglighet.">
23:52:45 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\om-oss.html
----------------------------------------
23:52:47 009:004 > <meta name="description"
        content="Box Delivery, Ditt val att leverera paket för både leveranskvalitet och tillänglighet.">
23:53:23 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\leveransplaner.html
----------------------------------------
23:53:27 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
23:53:30 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\hem.html
----------------------------------------
23:53:47 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
23:53:58 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

23:54:02 104:004 > m
23:54:02 104:005 > ma
23:54:02 104:006 > mar
23:54:02 104:007 > marg
23:54:03 104:004 > margin: ;
23:54:03 104:012 > auto
23:55:21 104:004 > m
23:55:21 104:005 > ma
23:55:22 104:006 > mar
23:55:22 104:007 > marg
23:55:22 104:004 > margin: ;
23:55:23 104:010 > t
23:55:23 104:011 > to
23:55:24 104:004 > margin-top:
23:55:26 104:016 > 1
23:55:27 104:016 > 15
23:55:27 104:017 > 15%
23:55:28 104:016 > 5%
23:56:26 104:016 > 1
23:56:26 104:017 > 10
23:56:26 104:018 > 100
23:56:27 104:019 > 100å
23:56:27 104:020 > 100åx
23:56:27 104:019 > 100åxp
23:56:27 104:020 > 100åxpx
23:56:28 104:016 > 100px
23:57:18 104:016 > 2
23:57:18 104:017 > 20
23:57:18 104:018 > 200
23:57:19 104:019 > 200p
23:57:48 104:016 > 200p5
23:57:49 104:017 > 200p5%
23:57:52 104:016 > 200p5%1
23:57:52 104:017 > 200p5%10
23:59:24 107:015 > font-size: Clamp(0.8rem, 1.4vw, 1rem);
23:59:25 107:015 > 19px
23:59:26 107:015 > font-size: Clamp(0.8rem, 1.4vw, 1rem);
23:59:43 107:003 > font-size:
23:59:43 107:015 > 19px
23:59:46 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\hem.html
----------------------------------------
23:59:57 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
23:59:57 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\hem.html
----------------------------------------
00:00:08 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:00:10 107:015 > 2
00:00:11 107:016 > 2r
00:00:11 107:017 > 2re
00:00:11 107:015 > 2rem
00:01:07 107:003 > font-size: Clamp(1rem, 2.3vw, 1.5rem);
00:01:21 125:000 > font-size: Clamp(1rem, 2.3vw, 1.5rem);
00:01:23 114:000 > font-size: Clamp(1rem, 2.3vw, 1.5rem);
00:02:32 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:02:34 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
00:02:34 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:02:43 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:02:48 100:016 > a
00:02:48 100:017 > ac
00:02:49 100:016 > acf
00:02:49 100:017 > acfo
00:02:50 100:018 > acfor
00:02:50 100:019 > acform
00:02:51 100:016 > form
00:03:14 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------

00:03:16 028:012 > h
00:03:17 028:013 > h2
00:03:17 028:012 > <h2></h2>
00:03:19 028:014 > 1
00:03:20 028:013 > h1
00:03:22 028:012 > h
00:03:23 028:013 > h1
00:03:23 028:012 > <h1></h1>
00:03:24 028:016 > F
00:03:24 028:017 > Fy
00:03:24 028:018 > Fyl
00:03:25 028:019 > Fyll
00:03:25 028:021 > Fyll i
00:03:27 028:023 > Fyll i d
00:03:27 028:024 > Fyll i di
00:03:27 028:025 > Fyll i din
00:03:27 028:026 > Fyll i dina
00:03:29 028:028 > Fyll i dina U
00:03:30 028:029 > Fyll i dina Up
00:03:31 028:030 > Fyll i dina Upg
00:03:31 028:031 > Fyll i dina Upgi
00:03:31 028:032 > Fyll i dina Upgii
00:03:33 028:030 > Fyll i dina Upgiip
00:03:34 028:031 > Fyll i dina Upgiipg
00:03:34 028:032 > Fyll i dina Upgiipgu
00:03:34 028:033 > Fyll i dina Upgiipgui
00:03:35 028:032 > Fyll i dina Upgiipguii
00:03:35 028:033 > Fyll i dina Upgiipguiif
00:03:35 028:034 > Fyll i dina Upgiipguiift
00:03:35 028:035 > Fyll i dina Upgiipguiifte
00:03:35 028:036 > Fyll i dina Upgiipguiifter
00:03:49 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:03:50 101:016 > 7
00:04:06 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:04:09 030:016 > <h1>Fyll i dina Uppgifter</h1>

00:04:28 028:018 > c
00:04:29 028:019 > cl
00:04:29 028:020 > cla
00:04:29 028:021 > clas
00:04:29 028:018 > class=""
00:04:31 028:025 > k
00:04:32 028:026 > ko
00:04:32 028:027 > kon
00:04:32 028:028 > kont
00:04:32 028:029 > konta
00:04:33 028:030 > kontak
00:04:33 028:031 > kontakt
00:04:33 028:032 > kontakta
00:04:34 028:033 > kontakta-
00:04:34 028:034 > kontakta-o
00:04:34 028:035 > kontakta-os
00:04:34 028:036 > kontakta-oss
00:04:40 028:037 > kontakta-oss-
00:04:40 028:038 > kontakta-oss-f
00:04:40 028:039 > kontakta-oss-fo
00:04:41 028:040 > kontakta-oss-for
00:04:41 028:041 > kontakta-oss-form
00:04:41 028:042 > kontakta-oss-formu
00:04:41 028:043 > kontakta-oss-formul
00:04:42 028:044 > kontakta-oss-formula
00:04:42 028:045 > kontakta-oss-formular
00:04:47 028:044 > kontakta-oss-formularä
00:04:47 028:045 > kontakta-oss-formularär
00:04:53 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:04:55 100:016 > .
00:04:55 100:017 > .k
00:04:55 100:018 > .ko
00:04:56 100:019 > .kon
00:04:57 100:016 > .kontakta-oss-formulär
00:05:03 103:000 > .kontainer main .kontakta-oss-formulär{
    margin-top: 7%;
}

00:05:05 103:039 > h
00:05:05 103:040 > h1
00:05:06 103:039 > h1

00:05:14 104:011 > b
00:05:15 104:004 > margin-bottom
00:05:18 104:019 > 2
00:05:33 104:004 > 2p
00:05:34 104:005 > 2pa
00:05:34 104:006 > 2pad
00:05:34 104:007 > 2padd
00:05:34 104:004 > padding: ;
00:05:36 104:013 > 1
00:05:36 104:014 > 10
00:05:36 104:015 > 10p
00:05:36 104:016 > 10px
00:05:37 104:013 > 10px
00:05:43 104:013 > 2
00:05:43 104:014 > 20

00:05:50 105:004 > b
00:05:50 105:005 > bp
00:05:50 105:006 > bpr
00:05:51 105:005 > bpro
00:05:51 105:006 > bpror
00:05:51 105:007 > bprord
00:05:51 105:008 > bprorde
00:05:52 105:009 > bprorder
00:05:52 105:004 > border: ;
00:05:52 105:012 > s
00:05:53 105:013 > so
00:05:53 105:014 > sol
00:05:53 105:012 > solid
00:05:56 105:018 >  4
00:05:57 105:019 >  4p
00:05:57 105:020 >  4px
00:05:59 105:022 >  4px c
00:05:59 105:022 >  4px cv
00:05:59 105:023 >  4px cva
00:06:00 105:024 >  4px cvar
00:06:00 105:022 > var()
00:06:02 105:026 > --brunswick-green
00:06:15 105:004 > d
00:06:15 105:005 > di
00:06:15 105:006 > dis
00:06:16 105:007 > disp
00:06:16 105:004 > display: ;
00:06:17 105:013 > block
00:06:20 105:013 > i
00:06:20 105:014 > in
00:06:20 105:013 > inline
00:06:23 105:019 > -
00:06:23 105:020 > -b
00:06:24 105:013 > inline-block

00:06:49 102:004 > d
00:06:49 102:005 > di
00:06:49 102:006 > dis
00:06:50 102:004 > display: ;
00:06:51 102:013 > g
00:06:51 102:014 > gr
00:06:51 102:013 > grid

00:06:55 103:004 > g
00:06:56 103:005 > gr
00:06:56 103:006 > gri
00:06:56 103:007 > grid
00:06:57 103:008 > gridt
00:06:57 103:009 > gridte
00:06:57 103:010 > gridtem
00:06:58 103:004 > grid-template-columns: ;
00:06:59 103:027 > 1
00:06:59 103:028 > 1f
00:07:00 103:029 > 1fr
00:07:07 103:017 > 1fr -
00:07:09 103:004 > grid-template-areas:
00:07:28 103:025 > 2
00:07:32 103:025 > 2b
00:07:32 103:026 > 2br
00:07:32 103:027 > 2bro
00:07:44 103:025 > 2brol
00:07:45 103:026 > 2brola
00:07:45 103:027 > 2brolab
00:07:45 103:028 > 2brolabe
00:07:46 103:029 > 2brolabel
00:07:47 103:030 > 2brolabels
00:07:49 103:025 > ""
00:07:50 103:026 > l
00:07:50 103:027 > la
00:07:50 103:028 > lab
00:07:50 103:029 > labe
00:07:50 103:030 > label
00:07:51 103:031 > labels
00:07:56 103:033 > labels s
00:07:57 103:034 > labels sv
00:07:58 103:033 > labels svf
00:07:59 103:034 > labels svfr
00:07:59 103:035 > labels svfrå
00:07:59 103:036 > labels svfråg
00:08:02 103:033 > labels svfrågi
00:08:02 103:034 > labels svfrågin
00:08:02 103:035 > labels svfråginp
00:08:03 103:036 > labels svfråginpu
00:08:03 103:037 > labels svfråginput
00:08:03 103:038 > labels svfråginputs
00:08:07 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:08:11 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
00:08:18 105:000 > .kontainer main .kontakta-oss-formulär{

00:08:19 106:004 > ]
00:08:20 106:004 > ]\
00:08:21 106:000 > ]\}

00:08:22 105:039 > }

00:08:25 108:004 > g
00:08:26 108:005 > gr
00:08:26 108:006 > gri
00:08:26 108:007 > grid
00:08:26 108:008 > grida
00:08:27 108:004 > grid-area: ;
00:08:30 108:015 > l
00:08:30 108:016 > la
00:08:30 108:017 > lab
00:08:30 108:018 > labe
00:08:30 108:019 > label
00:08:31 108:020 > labels

00:08:34 107:039 > l
00:08:34 107:040 > la
00:08:34 107:041 > lab
00:08:35 107:039 > label
00:08:46 110:000 > .kontainer main .kontakta-oss-formulär label{
    grid-area: labels;
}

00:08:48 111:015 > i
00:08:48 111:016 > in
00:08:48 111:017 > inp
00:08:49 111:018 > inpu
00:08:49 111:019 > input
00:08:49 111:020 > inputs

00:08:51 110:039 > i
00:08:51 110:040 > in
00:08:51 110:041 > inp
00:08:52 110:039 > input

00:09:05 104:004 > g
00:09:05 104:005 > gr
00:09:05 104:006 > gri
00:09:05 104:007 > grid
00:09:09 104:004 > grid-template-columns: ;
00:09:12 104:027 > 1
00:09:13 104:028 > 1f
00:09:13 104:029 > 1fr
00:09:13 104:027 > 1fr
00:09:14 104:031 >  2
00:09:14 104:032 >  2f
00:09:14 104:033 >  2fr
00:09:15 104:031 > 2fr
00:10:00 106:025 > ""
00:10:01 106:026 > inputs
00:10:15 105:033 > inputs
00:12:27 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:12:48 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
00:12:52 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:13:02 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
00:13:03 108:000 > <main>
            <form class="kontakta-oss-formulär" action="/action_page.php">
                <h1>Fyll i dina Uppgifter</h1>
                <label for="fname">Förnamn:</label>
                <input type="text" id="fname" name="fname"><br><br>
                <label for="lname">Efternamn:</label>
                <input type="text" id="lname" name="lname"><br><br>
                <label for="email">Email:</label>
                <input type="email" id="email" name="email"><br><br>
                <label for="Kommentar">Kommentar:</label>
                <textarea type="text" id="Kommentar" name="Kommentar"></textarea>
                <input type="submit" value="Skicka">
              </form>

        </main>
00:13:05 108:000 > .kontainer main .kontakta-oss-formulär label{
    grid-area: labels;
}
.kontainer main .kontakta-oss-formulär input{
    grid-area: inputs;
}

.kontainer main .kontakta-oss-formulär h1 {
    padding: 20px;
}

00:13:43 109:004 > g
00:13:44 109:005 > gr
00:13:44 109:006 > gri
00:13:44 109:007 > grid
00:13:45 109:008 > gridc
00:13:45 109:009 > gridco
00:13:45 109:004 > grid-column: ;
00:13:46 109:017 > 1
00:13:50 113:004 > grid-column: 1;

00:13:52 113:017 > 2
00:14:18 104:004 > grid-template-columns: auto 1fr; /* Adjust column widths as needed */
    grid-template-rows: auto; /* You can add rows if needed */
    gap: 10px; /* Adjust the gap between grid items */
00:14:34 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:14:35 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
00:16:56 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:17:26 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:17:35 105:004 > g
00:17:36 105:005 > gr
00:17:36 105:006 > gri
00:17:36 105:007 > grid
00:17:37 105:008 > gridt
00:17:37 105:009 > gridte
00:17:37 105:004 > grid-template-columns: ;
00:17:40 105:018 > a
00:17:40 105:019 > ar
00:17:40 105:020 > are
00:17:40 105:004 > grid-template-areas:
00:17:41 105:025 > ""
00:17:44 105:026 > l
00:17:44 105:027 > la
00:17:44 105:028 > lab
00:17:45 105:029 > labe
00:17:45 105:030 > label
00:17:45 105:031 > labels
00:17:47 105:033 > labels i
00:17:47 105:034 > labels in
00:17:47 105:035 > labels inp
00:17:48 105:036 > labels inpu
00:17:48 105:037 > labels inpus
00:17:48 105:038 > labels inpust
00:17:48 105:037 > labels inpustt
00:17:48 105:038 > labels inpustts

00:17:57 104:032 > 2
00:17:59 104:031 > 21
00:18:00 104:032 > 21 1
00:18:04 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:18:05 032:016 > <label for="lname">Efternamn:</label>
                <input type="text" id="lname" name="lname"><br><br>
                <label for="email">Email:</label>
                <input type="email" id="email" name="email"><br><br>
                <label for="Kommentar">Kommentar:</label>
                <textarea type="text" id="Kommentar" name="Kommentar"></textarea>
                <input type="submit" value="Skicka">
00:18:16 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:18:17 106:004 > g
00:18:18 106:005 > gr
00:18:18 106:006 > gri
00:18:18 106:007 > grid
00:18:19 106:008 > gridt
00:18:19 106:009 > gridte
00:18:19 106:010 > gridter
00:18:20 106:004 > grid-template-rows: ;
00:18:21 106:024 > auto
00:18:24 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:18:24 032:016 > <label for="lname">Efternamn:</label>
                <input type="text" id="lname" name="lname"><br><br>
                <label for="email">Email:</label>
                <input type="email" id="email" name="email"><br><br>
                <label for="Kommentar">Kommentar:</label>
                <textarea type="text" id="Kommentar" name="Kommentar"></textarea>
                <input type="submit" value="Skicka">
00:18:47 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------

00:18:48 111:004 > d
00:18:49 111:005 > di
00:18:49 111:006 > dis
00:18:49 111:004 > display: ;
00:18:50 111:013 > block
00:18:52 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:18:52 032:016 > <label for="lname">Efternamn:</label>
                <input type="text" id="lname" name="lname"><br><br>
                <label for="email">Email:</label>
                <input type="email" id="email" name="email"><br><br>
                <label for="Kommentar">Kommentar:</label>
                <textarea type="text" id="Kommentar" name="Kommentar"></textarea>
                <input type="submit" value="Skicka">
00:19:05 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\style.css
----------------------------------------
00:19:51 107:004 > align-items: center; /* Center vertically */
    justify-content: center; /* Center horizontally */
    min-height: calc(100vh - 7%); /* Ensure container takes at least the height of the viewport minus the margin-top */
00:19:57 Document switched to: c:\Users\bahaa\Desktop\WebSlutProject\slutprojekt-TE22C-Baha-Fayad\Webbplats\kontakta-oss.html
----------------------------------------
00:19:57 032:016 > align-items: center; /* Center vertically */
    justify-content: center; /* Center horizontally */
    min-height: calc(100vh - 7%); /* Ensure container takes at least the height of the viewport minus the margin-top */
00:19:58 032:016 > <label for="lname">Efternamn:</label>
                <input type="text" id="lname" name="lname"><br><br>
